_rangex,_stdx,_mx,_ax,_rangey,_stdy,_my,_ay,_rangez,_stdz,_mz,_az,_rangeang_x,_stdang_x,_mang_x,_aang_x,_rangeang_y,_stdang_y,_mang_y,_aang_y,_rangeang_z,_stdang_z,_mang_z,_aang_z,label
0.037109375,0.014445101598723656,-14.186674284081947,7433.726933964447,0.025390625,0.011484863893651534,95.55389864208409,-10808.472688351094,0.01171875,0.004350569497022809,124.1505274760107,72720.84246954595,0.717557251908397,0.33672689360084523,-0.1514801110083253,17.33663735413715,1.015267175572519,0.42685341075759475,-1.6548867852117166,-4.528255781448672,0.37404580152671757,0.14027950820790708,-5.139917086171158,46.605293058668884,0
0.0426025390625,0.015318000350532771,-22.240370876067665,1822.0468895798635,0.0115966796875,0.004494608351180252,-172.21509183447637,-27140.026641936227,0.037109375,0.015333168327784384,20.76855308441613,12975.648702580245,0.5343511450381679,0.21435299361983165,2.824350031705769,27.91873483489821,0.8015267175572519,0.3365970786865791,-2.9645630818289352,-13.027565357283132,0.42748091603053434,0.1575184874497849,2.307421324565526,-33.486394721295206,0
0.0155029296875,0.006088482462973414,-163.8268279937294,-23928.725756168427,0.01220703125,0.004892416092860202,205.27174251385196,-21941.926398839532,0.020751953125,0.008848876868926964,7.0153002968668785,-9173.24395193632,0.3129770992366412,0.15030609950224513,4.223626515346914,-146.71828191323146,0.22137404580152673,0.09691951296551987,6.501240694789078,-98.79634436230695,0.10687022900763359,0.04297920079468473,-23.761829652996845,-248.7194317902977,0
0.1385498046875,0.06665720922224326,-20.17936997152698,-483.6292109750939,0.0784912109375,0.032259075063404724,-9.530805436110224,-1105.7537620621254,0.047607421875,0.019393934104308667,57.03921747295101,-4080.449216251111,5.091603053435115,1.998202968673332,0.4879948687039101,0.44796714569200125,5.908396946564886,2.57492129669386,-0.23372050918780965,0.3763383787413676,2.1374045801526718,0.7586380750530691,-0.5670163111160611,-0.7099632837138213,0
0.0985107421875,0.04148356219571225,30.679203752466737,974.5162225308093,0.031982421875,0.013398461077699963,-10.369792401616998,856.5060289282785,0.041748046875,0.016799553945841414,-69.52892849977304,-4409.167871976369,1.6488549618320612,0.6229774687092894,0.9637848713251846,-0.49035144278902454,2.236641221374046,0.9020659490949208,0.8700937390345385,1.3108968111674617,0.7786259541984734,0.3411026656225996,-3.952897280512847,15.509973085432886,0
0.015625,0.005812393023419133,73.16866619618894,-46481.61114545402,0.0128173828125,0.005138130719156519,33.5226054072355,-78146.58303124062,0.016845703125,0.006775397205322097,-129.6328756451464,-33694.4932870589,0.3053435114503817,0.1281897375858524,2.0904255319149025,-42.74442627265218,0.5954198473282443,0.27852659527169704,-2.238601367084805,-39.52524033115895,0.26717557251908397,0.12296949384417566,8.581888246628127,84.36434211847953,0
0.0162353515625,0.006549501716064303,107.42626880189034,47212.55542620646,0.0037841796875,0.0015784404175043568,-97.99043062201392,-102264.47677336994,0.0345458984375,0.012375967257681393,-105.20240886493426,-496.03775630162744,0.1068702290076336,0.04528976175325597,-18.607954545454533,-334.68601225547593,0.4580152671755725,0.18984473458696013,-2.9122877930476982,59.77240496003783,0.1984732824427481,0.07549151337451063,4.018404907975463,291.89827305198196,0
0.0189208984375,0.006890758314162205,-100.9056959045974,-28198.047830831114,0.006103515625,0.0026308913650210336,502.63078579117,-102046.58232127943,0.0123291015625,0.004839129551492871,-19.548202354423164,-30267.269677861274,0.19083969465648856,0.07269965466142977,-7.582690187431118,224.4203660596333,0.2519083969465649,0.09264672625006884,8.226408689748814,34.8868999928483,0.0916030534351145,0.03892381308086096,-25.19230769230769,418.8528591352861,0
0.0035400390625,0.0015426326337328244,-538.6098935504064,-279234.30704139377,0.01220703125,0.004577229799622235,171.88051209103884,-30066.29292595718,0.019287109375,0.007870743130809368,152.22187477449185,-919.7502023071432,0.282442748091603,0.11353277827528674,-12.732820976491864,-31.358072592470926,0.41984732824427484,0.1591744918348503,7.3062327506899685,3.4392996216586957,0.19083969465648853,0.08067803108772732,-3.225156669650846,349.2955464103505,0
0.00732421875,0.0032446371728520537,379.74239207360347,95354.59379818794,0.0166015625,0.0067138671875,64.99438016528876,-26555.48657988165,0.0516357421875,0.021293940553968597,-4.509338039324039,-4345.867988501863,0.32824427480916035,0.12101102753001648,-3.3883804218066116,-104.92587953808321,0.24427480916030533,0.11001374595605432,10.879874819451135,49.31684281703411,0.17557251908396948,0.0813971008400997,-14.113896218117862,382.1722922129893,0
